pt range	chiso range	TrueNumber	fitTrue_number	fitTrue_error	closureTrue_test
30  <pt<35 	3<chiso range<13 	0	32.5376	7.0478	4.6167
30  <pt<35 	4<chiso range<9 	0	32.0473	7.07339	4.53068
30  <pt<35 	4<chiso range<10 	0	32.1078	7.06759	4.54296
30  <pt<35 	4<chiso range<11 	0	32.3288	7.0558	4.58188
30  <pt<35 	4<chiso range<12 	0	32.507	7.04658	4.61316
30  <pt<35 	4<chiso range<13 	0	31.9984	7.07031	4.52574
30  <pt<35 	5<chiso range<10 	0	32.5839	7.03501	4.63168
30  <pt<35 	5<chiso range<11 	0	32.7879	7.02563	4.6669
30  <pt<35 	5<chiso range<12 	0	32.9551	7.01775	4.69596
30  <pt<35 	5<chiso range<13 	0	32.3407	7.04436	4.59101
30  <pt<35 	6<chiso range<11 	0	32.8546	7.01214	4.68539
30  <pt<35 	6<chiso range<12 	0	33.0434	7.00466	4.71735
30  <pt<35 	6<chiso range<13 	0	32.3295	7.03472	4.59571
30  <pt<35 	7<chiso range<12 	0	32.0142	7.0603	4.5344
30  <pt<35 	7<chiso range<13 	0	31.1969	7.09706	4.39575
30  <pt<35 	8<chiso range<13 	0	31.6253	7.0868	4.46256
#######################################################################################
35  <pt<65 	3<chiso range<8 	0	74.4035	10.5638	7.04325
35  <pt<65 	3<chiso range<9 	0	74.5021	10.5605	7.05479
35  <pt<65 	3<chiso range<10 	0	74.8864	10.544	7.10228
35  <pt<65 	3<chiso range<11 	0	75.7116	10.5087	7.20466
35  <pt<65 	3<chiso range<12 	0	76.1779	10.4865	7.26438
35  <pt<65 	3<chiso range<13 	0	76.1308	10.4897	7.25767
35  <pt<65 	4<chiso range<9 	0	75.3514	10.5243	7.15975
35  <pt<65 	4<chiso range<10 	0	75.6976	10.5091	7.20305
35  <pt<65 	4<chiso range<11 	0	76.5715	10.4698	7.31356
35  <pt<65 	4<chiso range<12 	0	77.0245	10.4474	7.3726
35  <pt<65 	4<chiso range<13 	0	76.8981	10.4545	7.3555
35  <pt<65 	5<chiso range<10 	0	74.8964	10.5434	7.10363
35  <pt<65 	5<chiso range<11 	0	76.0946	10.4917	7.25284
35  <pt<65 	5<chiso range<12 	0	76.7015	10.4612	7.332
35  <pt<65 	5<chiso range<13 	0	76.5809	10.4687	7.31523
35  <pt<65 	6<chiso range<11 	0	77.6076	10.4238	7.44523
35  <pt<65 	6<chiso range<12 	0	78.107	10.4069	7.50531
35  <pt<65 	6<chiso range<13 	0	77.8177	10.4202	7.46797
35  <pt<65 	7<chiso range<12 	0	78.8196	10.3771	7.59553
35  <pt<65 	7<chiso range<13 	0	78.3807	10.3969	7.53885
35  <pt<65 	8<chiso range<13 	0	78.3502	10.3991	7.53433
#######################################################################################
65  <pt<400 	3<chiso range<8 	0	21.5494	18.1332	1.18839
65  <pt<400 	3<chiso range<9 	0	21.5494	18.1332	1.18839
65  <pt<400 	3<chiso range<10 	0	30.6449	6.33917	4.83421
65  <pt<400 	3<chiso range<11 	0	31.0842	6.30024	4.93381
65  <pt<400 	3<chiso range<12 	0	30.9692	6.31742	4.90219
65  <pt<400 	3<chiso range<13 	0	30.9375	6.32217	4.89349
65  <pt<400 	4<chiso range<9 	0	21.5494	18.1332	1.18839
65  <pt<400 	4<chiso range<10 	0	30.6932	6.33156	4.84765
65  <pt<400 	4<chiso range<11 	0	31.17	6.28902	4.95626
65  <pt<400 	4<chiso range<12 	0	31.0354	6.30866	4.91949
65  <pt<400 	4<chiso range<13 	0	30.9966	6.31427	4.90898
65  <pt<400 	5<chiso range<10 	0	30.4748	6.36159	4.79044
65  <pt<400 	5<chiso range<11 	0	31.0798	6.2979	4.93495
65  <pt<400 	5<chiso range<12 	0	30.9229	6.32259	4.89086
65  <pt<400 	5<chiso range<13 	0	30.8846	6.32867	4.88011
65  <pt<400 	6<chiso range<11 	0	31.2545	6.26965	4.98505
65  <pt<400 	6<chiso range<12 	0	31.0204	6.30792	4.91769
65  <pt<400 	6<chiso range<13 	0	30.9607	6.31773	4.90061
65  <pt<400 	7<chiso range<12 	0	31.0146	6.30882	4.91607
65  <pt<400 	7<chiso range<13 	0	30.9453	6.32016	4.89628
65  <pt<400 	8<chiso range<13 	0	31.4841	6.25213	5.03574
#######################################################################################
